entity,year,total_pop,continent,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders,kg_banana_capita_year,kg_dates_capita_year,kg_citrus_other_capita_year,kg_orng_mand_capita_year,kg_apple_prod_capita_year,kg_lemon_lime_capita_year,kg_grape_capita_year,kg_grapefrt_prod_capita_year,kg_pineapple_prod_capita_year,kg_plantains_capita_year,kg_other_frt_capita_year,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year
Belize,1963,100165,NA,61.663,NA,NA,NA,11,0,0,88.27,0.6,NA,0.29,14.54,0,0,14.46,91.48,142.36,522.36,1517.8,353.87100000000004,NA
Belize,1964,103069,NA,62.241,NA,NA,NA,13.88,0,0,77,0.78,NA,0.44,18.77,0,0,13.72,96.52,137.04,543.87,1489.57,341.37660000000005,NA
Belize,1965,106120,NA,62.823,NA,NA,NA,11.23,0,0,81.49,0.75,NA,0.45,13.88,0,0,14.07,90.68,135.76,538.74,1508.82,333.95120000000003,NA
Belize,1966,109348,NA,63.402,NA,NA,NA,12.94,0,0,48.27,0.64,NA,0.5,6.78,0,0,14.22,91.44,133.32,544.5,1486.74,228.379,NA
Belize,1967,112707,NA,63.971,NA,NA,NA,12.63,0,0,38.64,0.56,NA,0.19,11.63,0,0,14.14,93.12,135.28,539.64,1517.96,213.14460000000005,NA
Belize,1968,116065,NA,64.525,NA,NA,NA,10,0,0,31.73,0.5,NA,0.18,6.65,0,0,13.05,98.08,132.08,548.1,1478.74,170.15400000000002,NA
Belize,1969,119269,NA,65.058,NA,NA,NA,11.03,0,0,33.9,0.82,NA,0.35,3.57,0,0,12.38,85.88,132.52,547.47,1479.13,170.04440000000002,NA
Belize,1970,122184,NA,65.566,NA,NA,NA,10.39,0,0,23.69,0.35,NA,0.25,5.73,0,0,9.88,101.72,129.6,565.74,1481.94,137.7672,NA
Belize,1971,124795,NA,66.047,NA,NA,NA,9.6,0,0,71.9,0.81,NA,0.18,3.59,0,0,11.17,104.04,132.56,567.81,1500.59,266.46500000000003,NA
Belize,1972,127152,NA,66.504,NA,NA,NA,9.45,0,0,55.91,0.54,NA,0.03,22.16,0,0,12.52,103.6,133.04,564.93,1516.43,275.644,NA
Belize,1973,129294,NA,66.939,NA,NA,NA,9.92,0,0,67.5,0.46,NA,0.14,36.7,0,0,12.31,97,131.52,555.03,1530.45,348.0348,NA
Belize,1974,131305,NA,67.354,NA,NA,NA,10.99,0,0,33.06,0.82,NA,0.38,43.39,0,0,14.69,108.28,136.68,569.52,1565.52,283.09680000000003,NA
Belize,1975,133264,NA,67.751,NA,NA,NA,9.92,0,0,40.63,0.93,NA,0.15,77.08,0,0,13.77,118.08,133.56,582.57,1578.79,390.4226000000001,NA
Belize,1976,135143,NA,68.135,NA,NA,NA,6.75,0,0,12.66,0.77,NA,0.12,39.72,0,0,18.54,117.64,131.44,598.86,1546.06,215.25440000000003,NA
Belize,1977,136990,NA,68.509,NA,NA,NA,5.04,0,0,27.33,0.4,NA,0.08,17.6,0,0,19.33,122.72,133.12,599.04,1582.12,191.22460000000004,NA
Belize,1978,138975,NA,68.874,NA,NA,NA,4.92,0,0,15.39,0.76,NA,0.15,48.94,0,0,14.12,125.6,137.64,617.13,1638.63,230.8998,NA
Belize,1979,141302,NA,69.229,NA,NA,NA,5.38,0,0,16.36,0.62,NA,0.21,18.27,0,0,24.39,130.28,138.36,658.62,1623.74,178.7576,NA
Belize,1980,144142,NA,69.577,NA,NA,NA,6.15,0,0,106.56,0.58,NA,0.14,46.52,0,0,20.82,135.92,142.84,674.1,1699.14,495.2824,NA
Belize,1981,147572,NA,69.921,NA,NA,NA,4.97,0,0,81.7,1.57,NA,0.49,100.03,0,0,24.89,137.48,142.2,670.86,1714.46,585.4010000000001,NA
Belize,1982,151486,NA,70.257,NA,NA,NA,4.68,0,0,75.97,0.54,NA,0.63,107.41,0,0,21.77,132.2,140.68,679.05,1677.07,578.1126,NA
Belize,1983,155820,NA,70.575,NA,NA,NA,5.27,0,0,28.7,0.76,NA,0.67,0.58,0,0,19.06,138.52,131.56,661.14,1564.78,150.78220000000002,NA
Belize,1984,160341,NA,70.865,NA,NA,NA,4.92,0,0,60.93,1.16,NA,0.71,42.57,0,0,21.62,136.96,132.32,657.36,1572.36,361.4334,NA
Belize,1985,164918,NA,71.11,NA,NA,NA,6.6,0,0,52.67,0.7,NA,0.85,48.46,0,0,23.46,135.44,130.4,651.78,1556.38,363.70760000000007,NA
Belize,1986,169569,NA,71.294,NA,NA,NA,6.51,0,0,45.32,0.79,NA,0.95,77.68,0,0,20.96,130.48,126.8,644.31,1546.41,417.0554000000001,NA
Belize,1987,174333,NA,71.405,NA,NA,NA,8.41,0,0,51.89,0.51,NA,0.84,149.58,0.34,0,17.86,135.88,136.84,664.56,1604.72,628.6382000000001,NA
Belize,1988,179023,NA,71.437,NA,NA,NA,1.36,0,0,64.56,0.84,NA,1.07,113.08,0.37,0,22.04,132.2,134.36,672.66,1564.78,557.0694000000001,NA
Belize,1989,183471,NA,71.386,NA,NA,NA,1.95,0,0,54.59,1.17,NA,1.1,107.43,10.64,11.05,24.31,105.8,144.88,538.83,1649.49,581.5102,NA
Belize,2018,383071,NA,74.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7261.87028738671
Belize,2019,390351,NA,74.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7251.9213512161
Belize,2020,397621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6119.88768686154
Belize,1901,38149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1902,38541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1903,38861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1904,39184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1905,39510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1906,39838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1907,40169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1908,40502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1909,40872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1910,41278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1911,41721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1912,42203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1913,42723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1914,43250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1915,43783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1916,44323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1917,44869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1918,45401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1919,45946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1920,46504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1921,47076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1922,47662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1923,48263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1924,48871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1925,49486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1926,50109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1927,50740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1928,51380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1929,52049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1930,52748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1931,53479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1932,54243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1933,55039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1934,55847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1935,56667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1936,57498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1937,58342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1938,59199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1939,60022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1940,60812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1941,61567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1942,62287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1943,62970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1944,63660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1945,64358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1946,65064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1947,65777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1948,66498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1949,67540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1950,68915,NA,54.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1951,71239,NA,55.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1952,73430,NA,55.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1953,75551,NA,56.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1954,77688,NA,56.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1955,79867,NA,57.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1956,82134,NA,57.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1957,84508,NA,58.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1958,86952,NA,58.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1959,89486,NA,59.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,1960,92068,NA,59.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2021,404915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,1961,NA,NA,69.354,NA,NA,NA,6.35,NA,0,11.09,2.43,0,0,0,0,0,102.95,252.2,100.52,934.83,1285.45,336.5268,NA
Bermuda,1962,NA,NA,69.623,NA,NA,NA,5.72,NA,0,12.54,2.61,0,0,0,0,0,98.76,260.6,103.36,934.83,1318.21,327.7862,NA
Bermuda,1963,NA,NA,69.85,NA,NA,NA,10.83,NA,0,9.21,2.55,0,0,0,0,0,111.03,258.08,97.92,952.11,1269.89,366.1462,NA
Bermuda,1964,NA,NA,70.045,NA,NA,NA,10.96,NA,0,10.13,2.69,0,0,0,0,0,112.09,255,102.28,950.85,1333.87,372.2564,NA
Bermuda,1965,NA,NA,70.222,NA,NA,NA,10.73,NA,0,12.29,2.63,0,0,0,0,0,110.84,256.32,100,951.21,1308.47,373.9826000000001,NA
Bermuda,1966,NA,NA,70.395,NA,NA,NA,8.18,NA,0,3.6,2.92,0,0,0,0,0,109.51,277.68,94.92,995.4,1274,340.3354,NA
Bermuda,1967,NA,NA,70.578,NA,NA,NA,8.78,NA,0,9.64,3.88,0,0,0,0,0,112.08,268.2,101.04,968.04,1314.72,368.2012,NA
Bermuda,1968,NA,NA,70.782,NA,NA,NA,9.18,NA,0,9.45,11.9,0,0,0,0,0,118.32,276.24,98.4,1042.74,1339.62,407.849,NA
Bermuda,1969,NA,NA,71.014,NA,NA,NA,9.18,NA,0,9.31,7.78,0,0,0,0,0,113,272.92,99.08,1105.92,1338.08,381.5998000000001,NA
Bermuda,1970,NA,NA,71.283,NA,NA,NA,11.85,NA,0,9.1,11.4,0,0,0,0,0,120.6,272.2,108.72,1122.21,1369.87,419.0556,NA
Bermuda,1971,NA,NA,71.593,NA,NA,NA,11.33,NA,0,9.17,9.1,0,0,0,0,0,112.77,267.56,103.92,1084.5,1374.02,390.0938,NA
Bermuda,1972,NA,NA,71.934,NA,NA,NA,11.3,NA,0,11.4,10.38,0,0,0,0,0,137.11,260.08,107.12,1099.62,1438.18,466.29320000000007,NA
Bermuda,1973,NA,NA,72.292,NA,NA,NA,10.81,NA,0,12,9.89,0,0,0,0,0,139.3,260.32,109.4,1093.59,1352.69,471.28,NA
Bermuda,1974,NA,NA,72.654,NA,NA,NA,10.87,NA,0,9.33,8.91,0,0,0,0,0,115.55,270.8,106.76,1087.11,1334.33,396.3684,NA
Bermuda,1975,NA,NA,73.001,NA,NA,NA,11.78,NA,0,8.91,9.37,0,0,0,0,0,113.01,277.28,104.72,1090.53,1245.47,391.9844000000001,NA
Bermuda,1976,NA,NA,73.31,NA,NA,NA,9.87,NA,0,9.93,10.15,0,0,0,0,0,96.59,288.96,109,1095.3,1303.74,346.6922,NA
Bermuda,1977,NA,NA,73.568,NA,NA,NA,10.84,NA,0,9.16,9.15,0,0,0,0,0,84.52,266.68,107.8,1065.42,1255.1,311.4284,NA
Bermuda,1978,NA,NA,73.768,NA,NA,NA,10.55,NA,0,9.47,8.8,0,0,0,0,0,85.99,267.32,116.96,1148.13,1308.59,314.5794,NA
Bermuda,1979,NA,NA,73.912,NA,NA,NA,10.93,NA,0,10.14,9.82,0,0,0,0,0,84.68,288.96,115.08,1156.68,1327.28,316.6618,NA
Bermuda,1980,NA,NA,74.007,NA,NA,NA,10.48,NA,0,10.59,10.13,0,0,0,0,0,82.82,298.72,117.6,1163.7,1329.98,312.3874,NA
Bermuda,1981,NA,NA,74.067,NA,NA,NA,10.05,NA,0,10.79,10.63,0,0,0,0,0,83.25,290.8,120.72,1186.29,1370.19,314.3054,NA
Bermuda,1982,NA,NA,74.114,NA,NA,NA,8.82,NA,0,13.51,8.95,0,0,0,0,0,87.5,284.84,127.84,1162.89,1401.43,325.48460000000006,NA
Bermuda,1983,NA,NA,74.168,NA,NA,NA,6.89,NA,0,11.42,11.37,0,0,0,0,0,98.39,291.92,130.72,1216.89,1394.47,350.9118,NA
Bermuda,1984,NA,NA,74.24,NA,NA,NA,5.61,NA,0,12.19,10.47,0,0,0,0,0,103.02,290.08,142.08,1158.48,1481.36,359.76200000000006,NA
Bermuda,1985,NA,NA,74.335,NA,NA,NA,6,NA,0,10.19,8.62,0,0,0,0,0,111.42,280.92,137.56,1200.33,1488.19,373.2702,NA
Bermuda,1986,NA,NA,74.451,NA,NA,NA,5.93,NA,0,10.38,8.9,0,0,0,0,0,108.09,282.68,142.28,1143.81,1505.23,365.2420000000001,NA
Bermuda,1987,NA,NA,74.582,NA,NA,NA,6.27,NA,0,11.24,9.53,0,0,0,0,0,98.36,276.92,142.44,1128.78,1495.86,343.59600000000006,NA
Bermuda,1988,NA,NA,74.726,NA,NA,NA,9,NA,0,10.24,9.73,0,0,0,0,0,98.9,296.72,120.92,1116.45,1355.91,350.3364,NA
Bermuda,1989,NA,NA,74.886,NA,NA,NA,9.63,NA,0,11.46,9.47,0,0,0,0,0,102.54,276.56,129.08,1110.6,1397.76,364.694,NA
Bermuda,2018,NA,NA,82.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81422.1346003442
Bermuda,2019,NA,NA,82.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81804.2656772398
Brazil,1961,74311338,NA,54.634,NA,NA,NA,28.71,0,0,22.29,0.76,0.65,2.5,0.23,2.09,NA,13.3,71.16,153.8,342.54,1641.5,193.27960000000004,NA
Brazil,1962,76514329,NA,55.13,NA,NA,NA,31.58,0,0,22.89,0.85,0.69,2.2,0.18,2.13,NA,13.68,72.36,155.96,363.24,1679.44,203.3354,NA
Brazil,1963,78772647,NA,55.627,NA,NA,NA,32.18,0,0,23.94,0.99,0.76,3.7,0.21,1.97,NA,14.24,72.16,158.32,353.61,1658.91,213.6926,NA
Brazil,1964,81064572,NA,56.121,NA,NA,NA,33.71,0,0,23.4,0.65,0.72,2.77,0.19,1.97,NA,13.57,74.92,162.52,369.81,1699.75,210.9252,NA
Brazil,1965,83373533,NA,56.61,NA,NA,NA,33.95,0,0,24.64,1.07,0.77,2.69,0.21,1.86,NA,14.2,76.4,165.16,378.36,1712.08,217.5286,NA
Brazil,1966,85696502,NA,57.091,NA,NA,NA,33.91,0,0,24.3,0.83,0.76,3.45,0.23,2.47,NA,13.45,76.28,165.92,396.54,1690.26,217.5834,NA
Brazil,1967,88035815,NA,57.563,NA,NA,NA,38.08,0,0,24.48,1.14,0.79,2.05,0.22,2.82,NA,14.46,76.16,172.84,391.77,1732.23,230.297,NA
Brazil,1968,90387079,NA,58.025,NA,NA,NA,39.06,0,0,24.86,1.38,0.82,2.37,0.24,2.71,NA,14.82,79.84,172.8,413.28,1791.08,236.4072,NA
Brazil,1969,92746607,NA,58.475,NA,NA,NA,41.95,0,0,27.23,1.37,0.84,2.38,0.24,3.09,NA,14.67,79.28,164.84,410.94,1777.94,251.4498,NA
Brazil,1970,95113265,NA,58.911,NA,NA,NA,43.23,0,0,27.4,1.31,0.84,2.93,0.34,3.38,NA,14.13,80.28,161.68,415.62,1747.42,256.3544,NA
Brazil,1971,97482928,NA,59.332,NA,NA,NA,43.55,0,0,22.41,1.38,0.87,1.98,0.29,3.9,NA,15.33,77,171.24,420.75,1757.01,245.8054,NA
Brazil,1972,99859388,NA,59.739,NA,NA,NA,48.21,0,0,25.78,1.28,1,1.93,0.26,4.17,NA,16.19,78.64,162.72,435.24,1720.4,270.7668,NA
Brazil,1973,102259497,NA,60.132,NA,NA,NA,28.94,0,0,31.04,0.88,0.93,1.18,0.24,3.68,NA,11.95,82.4,156.52,433.08,1713,216.049,NA
Brazil,1974,104706193,NA,60.513,NA,NA,NA,28.03,0,0,39.78,1.79,0.94,2.17,0.05,3.59,NA,13.65,84.24,155.6,501.93,1737.23,246.6,NA
Brazil,1975,107216209,NA,60.884,NA,NA,NA,28.35,0,0,34.06,1.48,0.96,2.28,0.21,3.81,NA,13.31,88.36,153.56,490.59,1756.49,231.39300000000003,NA
Brazil,1976,109790943,NA,61.243,NA,NA,NA,33.92,0,0,37.38,1.88,0.92,2.43,0.18,3.68,NA,14.17,90.4,150.16,479.52,1798.92,259.0944,NA
Brazil,1977,112425392,NA,61.595,NA,NA,NA,32.34,0,0,36.29,1.97,1.25,2.09,0.25,2.86,NA,14.6,88.32,152.24,530.64,1782.8,251.12100000000004,NA
Brazil,1978,115121158,NA,61.942,NA,NA,NA,30.52,0,0,27.19,1.87,1.11,1.85,0.15,3.84,NA,15.45,90.64,152.76,570.24,1781.36,224.68,NA
Brazil,1979,117878412,NA,62.286,NA,NA,NA,29.31,0,0,35.87,1.91,1.36,2.07,0.25,3.73,NA,12.78,95.84,157.4,582.75,1867.01,239.17460000000003,NA
Brazil,1980,120694012,NA,62.63,NA,NA,NA,31.98,0,0,41.49,1.61,0.98,1.08,0.07,3.46,NA,13.58,102.84,153.6,598.32,1843.24,258.245,NA
Brazil,1981,123570327,NA,62.976,NA,NA,NA,31.2,0,0,20.69,1.6,1.16,1.6,0.11,3.78,NA,13.22,97.44,152.64,578.25,1772.67,201.03380000000004,NA
Brazil,1982,126498322,NA,63.326,NA,NA,NA,31.04,0,0,33.7,2.25,1.38,1.31,0.06,4.07,NA,14.03,96.72,156.88,572.67,1816.73,240.68160000000003,NA
Brazil,1983,129448815,NA,63.68,NA,NA,NA,28.97,0,0,31.12,1.86,1.5,2.09,0.16,4.89,NA,10.44,96.24,156.32,569.88,1774.56,222.02220000000003,NA
Brazil,1984,132383569,NA,64.039,NA,NA,NA,30.43,0,0,5.97,2.33,1.51,1.56,0.03,5.24,NA,15.99,96.6,154.76,570.06,1775.58,172.78440000000003,NA
Brazil,1985,135274083,NA,64.406,NA,NA,NA,30.47,0,0,51.98,2.51,1.45,0.99,0.04,6.44,NA,16.19,98,155.8,585.27,1789.93,301.5918,NA
Brazil,1986,138108915,NA,64.782,NA,NA,NA,31.33,0,0,15.66,2.85,1.76,1.7,0.05,6.86,NA,16.06,114.28,148.04,632.7,1788.98,208.9798,NA
Brazil,1987,140891606,NA,65.165,NA,NA,NA,31.49,0,0,28.37,2.9,2.07,1.52,0.04,7.8,NA,15.91,111.88,149.8,650.79,1778.53,246.874,NA
Brazil,1988,143627505,NA,65.553,NA,NA,NA,30.99,0,0,38.77,3.3,2.35,1.53,0.16,8.18,NA,17.56,108.24,147.84,680.04,1751.88,281.7816,NA
Brazil,1989,146328305,NA,65.947,NA,NA,NA,32.5,0,0,49.75,3.7,2.05,1.93,0.1,6.42,NA,15.8,117.52,146.88,711.72,1759.88,307.565,NA
Brazil,2018,209469320,NA,75.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14668.2561636292
Brazil,2019,211049519,NA,75.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14763.8716968734
Brazil,2020,212559409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14063.9825053838
Brazil,1901,18469004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1902,18874521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1903,19279718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1904,19693613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1905,20116394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1906,20548251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1907,20989379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1908,21439977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1909,21899583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1910,22368378,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,1911,22846544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
